name,layer,kind,m,n,min_dim,base_fro,ft_fro,delta_fro,rel_fro,spectral,nuclear,stable_rank,erank_entropy,r50,r90,r95,r99,numerical_rank,sigma_max_ratio,method,sec
model.layers.32.mlp.down_proj.weight,32,down_proj,4096,12288,4096,207.0878143310547,207.072265625,2.6325099522104534,0.012712046629658557,0.4741211235523224,134.57356833992526,30.829141679877374,3309.282580436693,349,1970,2610,3573,4096,66.64626762063823,svd,25.0
model.layers.32.mlp.gate_proj.weight,32,gate_proj,12288,4096,4096,188.1270751953125,188.11033630371094,2.687545014648041,0.014285795980497928,0.5634796023368835,134.23202270455658,22.74862205461733,3286.2040805557126,288,1952,2600,3563,4096,212.31973189454752,svd,15.54
model.layers.32.mlp.up_proj.weight,32,up_proj,12288,4096,4096,208.19381713867188,208.17431640625,2.6465260084930913,0.012711837675420995,0.542969286441803,131.32418684638105,23.757558352843024,3245.7432234615057,287,1878,2528,3521,4096,222.1739302087184,svd,15.87
model.layers.32.post_attention_layernorm.weight,32,post_attention_layernorm,4096,1,1,60.711697595418876,60.71169759582656,0.0002475369343982117,4.077252723977299e-06,,,,,,,,,,,1d,0.0
model.layers.32.self_attn.k_norm.weight,32,k_norm,128,1,1,20.298263247932,20.29826355281712,0.0011752239693585025,5.789775977401305e-05,,,,,,,,,,,1d,0.0
model.layers.32.self_attn.k_proj.weight,32,k_proj,1024,4096,1024,49.72555557276129,49.72257020161269,0.8190503237708123,0.01647141624335025,0.1757922375051566,19.865406360876555,21.708098564745345,789.2318148426928,60,442,604,860,1024,85.76237163487481,gram,0.92
model.layers.32.self_attn.o_proj.weight,32,o_proj,4096,4096,4096,110.92753601074219,110.9205551147461,1.5542044752343855,0.01401098889534392,0.30277636647224426,60.60146705636856,26.349499152669107,2312.1035327055993,137,941,1374,2306,4047,405375.80087391945,svd,6.87
model.layers.32.self_attn.q_norm.weight,32,q_norm,128,1,1,19.842506889112357,19.842506899743302,9.1552734375e-05,4.613970144328419e-06,,,,,,,,,,,1d,0.0
model.layers.32.self_attn.q_proj.weight,32,q_proj,4096,4096,4096,104.1181411743164,104.10726928710938,1.6284175168098178,0.015640094016694722,0.34427788853645325,62.32900299980241,22.372435738339057,2302.8410287014085,108,928,1381,2319,4041,901945.7170854852,svd,7.65
model.layers.32.self_attn.v_proj.weight,32,v_proj,1024,4096,1024,61.541480436446044,61.538303786106205,0.765748310446488,0.012442799637185599,0.17572690468081326,19.517505759941784,18.988714986593465,829.2733163503439,84,501,659,894,1024,38.39118677134016,gram,0.63
model.layers.33.input_layernorm.weight,33,input_layernorm,4096,1,1,254.07173081036123,254.07173081036123,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.33.mlp.down_proj.weight,33,down_proj,4096,12288,4096,205.21304321289062,205.19366455078125,2.6381327282528497,0.012855580166588165,0.6279698610305786,130.42835598252714,17.648820347483408,3234.9177460119517,286,1844,2498,3518,4096,83.02126519739694,svd,24.79
model.layers.33.mlp.gate_proj.weight,33,gate_proj,12288,4096,4096,186.15525817871094,186.13845825195312,2.743142244217461,0.01473577631411304,0.6320841312408447,135.29220340459142,18.834187168698612,3265.8042994008324,263,1916,2571,3548,4096,351.3954174723904,svd,15.43
model.layers.33.mlp.up_proj.weight,33,up_proj,12288,4096,4096,208.3863067626953,208.36566162109375,2.6839510353818756,0.012879690019355608,0.6239277720451355,131.29069294163492,18.504635829349663,3219.4307065462826,262,1831,2487,3501,4096,407.6117317673089,svd,15.31
model.layers.33.post_attention_layernorm.weight,33,post_attention_layernorm,4096,1,1,63.978540315660375,63.97852635167529,0.0019931893599407975,3.1154029931078036e-05,,,,,,,,,,,1d,0.0
model.layers.33.self_attn.k_norm.weight,33,k_norm,128,1,1,19.277829741835774,19.277837606311767,0.001920214177695943,9.960738337307189e-05,,,,,,,,,,,1d,0.0
model.layers.33.self_attn.k_proj.weight,33,k_proj,1024,4096,1024,45.77715905119289,45.772771587761845,0.7847125845476136,0.01714201144876744,0.1453885617248712,19.835060570524526,29.13135961947326,814.3042256358957,80,480,638,877,1024,53.16028123712428,gram,0.65
model.layers.33.self_attn.o_proj.weight,33,o_proj,4096,4096,4096,115.24443054199219,115.2341079711914,1.5427384270583058,0.01338666363140349,0.36752545833587646,59.923801876189145,17.620155577551248,2319.634225561631,132,937,1379,2324,4039,128770.57504876913,svd,7.01
model.layers.33.self_attn.q_norm.weight,33,q_norm,128,1,1,18.280885753823444,18.28088226529266,0.00245841187995632,0.00013447991049569407,,,,,,,,,,,1d,0.0
model.layers.33.self_attn.q_proj.weight,33,q_proj,4096,4096,4096,102.38249206542969,102.37215423583984,1.6184243480090832,0.01580762799732184,0.34366339445114136,62.70102821482783,22.17778944954373,2345.9852553096052,112,967,1427,2368,4044,134589.07794781003,svd,6.74
model.layers.33.self_attn.v_proj.weight,33,v_proj,1024,4096,1024,64.68753868585023,64.68233925125587,0.7417616210303323,0.01146683945779149,0.19801348051290835,18.939011788013797,14.032634162573052,837.6926539418479,82,517,678,906,1024,67.92556232310939,gram,0.63
model.layers.34.input_layernorm.weight,34,input_layernorm,4096,1,1,259.1238940040992,259.1238940040992,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.34.mlp.down_proj.weight,34,down_proj,4096,12288,4096,195.88009643554688,195.859619140625,2.5376863947727806,0.012955305010316746,0.7463658452033997,119.3790724221617,11.560387404885454,3121.4652871306025,216,1653,2318,3418,4096,113.72739853707658,svd,25.33
model.layers.34.mlp.gate_proj.weight,34,gate_proj,12288,4096,4096,187.7725830078125,187.75392150878906,2.7396665081136304,0.014590343617947829,0.7727338671684265,131.55643434496596,12.570006654054593,3220.504569725946,221,1828,2493,3510,4096,444.8213938868712,svd,15.64
model.layers.34.mlp.up_proj.weight,34,up_proj,12288,4096,4096,205.50718688964844,205.4878692626953,2.6359575740414134,0.01282659557525273,0.7479681968688965,125.87437155272346,12.419684608031197,3177.9789853182174,229,1749,2411,3463,4096,575.5943686157717,svd,15.43
model.layers.34.post_attention_layernorm.weight,34,post_attention_layernorm,4096,1,1,74.58534769376395,74.58534770487191,0.0014218618836631407,1.906355507654224e-05,,,,,,,,,,,1d,0.0
model.layers.34.self_attn.k_norm.weight,34,k_norm,128,1,1,20.665559993430247,20.665559155470792,0.0007918070179518268,3.8315294538522574e-05,,,,,,,,,,,1d,0.0
model.layers.34.self_attn.k_proj.weight,34,k_proj,1024,4096,1024,48.13914602080211,48.13480674341104,0.7937263734279625,0.016488168965127826,0.1770132876293969,19.45751884647261,20.10619478399467,797.2420780347022,64,456,619,867,1024,70.78333120493576,gram,0.92
model.layers.34.self_attn.o_proj.weight,34,o_proj,4096,4096,4096,111.0127182006836,111.00480651855469,1.5046670513756628,0.013554006025287866,0.5275326371192932,54.460861766219864,8.135460768036655,2213.80715435497,92,813,1237,2187,3997,1402248.307442463,svd,7.01
model.layers.34.self_attn.q_norm.weight,34,q_norm,128,1,1,19.843951463263323,19.843944683607717,0.001220703125,6.151512350046814e-05,,,,,,,,,,,1d,0.0
model.layers.34.self_attn.q_proj.weight,34,q_proj,4096,4096,4096,100.99185943603516,100.98102569580078,1.6213592278312923,0.016054355637032218,0.422882616519928,60.72705788950353,14.70005059315442,2297.7822019921814,88,909,1367,2314,4026,1410905.1156662016,svd,7.59
model.layers.34.self_attn.v_proj.weight,34,v_proj,1024,4096,1024,64.29146892048327,64.28895124552076,0.7636054479942951,0.011877243759023812,0.2722870433844638,18.55084404907153,7.864734824622699,817.5197513465442,56,481,650,897,1024,72.92622527400182,gram,0.65
model.layers.35.input_layernorm.weight,35,input_layernorm,4096,1,1,229.7344284010854,229.7344284010854,0.0,0.0,,,,,,,,,,,1d,0.01
model.layers.35.mlp.down_proj.weight,35,down_proj,4096,12288,4096,176.77200317382812,176.74656677246094,2.3565875864295687,0.013331226348734721,0.635901927947998,103.5986199658364,13.7336788610702,2916.8048603752204,155,1355,2003,3215,4096,120.80160971034803,svd,23.59
model.layers.35.mlp.gate_proj.weight,35,gate_proj,12288,4096,4096,192.93898010253906,192.92892456054688,2.6487755162010407,0.013728565968335237,0.8406393527984619,125.45235036499798,9.928208138306303,3197.7674670409015,206,1778,2447,3485,4096,239.25384513845043,svd,15.55
model.layers.35.mlp.up_proj.weight,35,up_proj,12288,4096,4096,201.56796264648438,201.55465698242188,2.4974024589895953,0.012389877965724138,0.7965731024742126,116.16815429599956,9.829372521065839,3115.10461498452,199,1638,2306,3405,4096,253.2934518351188,svd,15.07
model.layers.35.post_attention_layernorm.weight,35,post_attention_layernorm,4096,1,1,102.4576083470974,102.4576083479388,0.0006170272827148438,6.022269040523802e-06,,,,,,,,,,,1d,0.0
model.layers.35.self_attn.k_norm.weight,35,k_norm,128,1,1,22.822784226813365,22.82278248214312,0.0008550369705884949,3.7464183251748776e-05,,,,,,,,,,,1d,0.0
model.layers.35.self_attn.k_proj.weight,35,k_proj,1024,4096,1024,49.965994136881136,49.96119729952451,0.7857788054267985,0.015726271817471552,0.2190341975430049,17.888075735968524,12.86994731540815,754.9094228499171,37,390,563,842,1024,101.23759486266616,gram,0.64
model.layers.35.self_attn.o_proj.weight,35,o_proj,4096,4096,4096,104.78020477294922,104.77339172363281,1.4125779359884225,0.013481343532868242,0.5842505693435669,46.34828085783056,5.845565730473085,2047.3078141370397,54,631,1022,1994,3955,401354.4634039671,svd,6.95
model.layers.35.self_attn.q_norm.weight,35,q_norm,128,1,1,17.896559511431,17.896559511431,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.35.self_attn.q_proj.weight,35,q_proj,4096,4096,4096,100.52532196044922,100.51696014404297,1.6176365810356412,0.01609183188363296,0.5259847044944763,54.67119011202061,9.458356703498424,2122.450255311018,49,699,1137,2127,3999,872397.9678396131,svd,6.93
model.layers.35.self_attn.v_proj.weight,35,v_proj,1024,4096,1024,60.28933223896055,60.2863295514953,0.8322126642898071,0.013803647069621972,0.46629415845704697,18.004918332029582,3.18528789537803,779.4379958886118,23,391,565,849,1024,156.7185784737999,gram,0.65
